linkedin_url,input_name,domain_found,coresignal_id,linkedin_id_found,success
https://www.linkedin.com/company/cuonics-gmbh,Cuonics GmbH,,,,false
https://www.linkedin.com/company/enag,ENAG,enago.com,1973902,crimson-interactive-pvt--ltd-,false
https://www.linkedin.com/company/rimarktech,RIMARCK,rimarck.com,,,false
https://www.linkedin.com/company/brioches-fonteneau,Fonteneau,fonteneau-accordeons.fr,,,false
https://www.linkedin.com/company/made-in-space-europe,Made In Space Europe,madeinspaceeurope.com,,,false
https://www.linkedin.com/company/procter-and-gamble,PROCTER & GAMBLE,pg.com,,,false
https://www.linkedin.com/company/amf-bakery-systems,AMF Bakery Systems,amfbakery.com,8894910,amf-bakery-systems,true
https://www.linkedin.com/company/tech-power-electronics-group,TECH POWER,techpowerup.com,7755258,power-up-techs,false
https://www.linkedin.com/company/omicron-electronics,OMICRON,omicronlab.com,5912390,omicronlab,false
https://www.linkedin.com/company/sermed-impressions-06,SERMED IMPRESSIONS,sermed-impressions.fr,23351336,sermed-impression,false
https://www.linkedin.com/company/tactotek,Tactotek,tactotek.com,2801720,tactotek,true
https://www.linkedin.com/company/texen,TEXEN,texencomendas.com.br,12806308,tex-encomendas,false
https://www.linkedin.com/company/neuralcam,NEURAL CAM,neural.cam,29174037,neuralcam,true
https://www.linkedin.com/company/volkswagen-group,VOLKSWAGEN,volkswagen.co.in,671167,volkswagen-india,false
https://www.linkedin.com/company/alstefgroup,ALSTEF GROUP,alstefgroup.com,3342581,glidepath-ltd,false
https://www.linkedin.com/company/horsch,HORSCH,horsch.com,,,false
https://www.linkedin.com/company/petit-bateau,PETIT BATEAU,petit-bateau.fr,,,false
https://www.linkedin.com/company/positronic-industries,POSITRONIC,connectpositronic.com,,,false
https://www.linkedin.com/company/montage-cablage-installation,MCI Montage Cablage Installation,,,,false
https://www.linkedin.com/company/volocopter,volocopter,volocopter.com,6111050,volocopter,true
https://www.linkedin.com/company/leach-international-europe,LEACH,leachs.com,20060735,leach%e2%80%99s,false
https://www.linkedin.com/company/montabert,Montabert,montabert.com,5580118,montabert,true
https://www.linkedin.com/company/groupe-zekat,CEQUAD,cequad.fr,2004288,cequad,false
https://www.linkedin.com/company/biocoop-sa,BIOCOOP,biocoop.fr,,,false
https://www.linkedin.com/company/seaowl,SEAOWL,seaowlgroup.com,5907218,seaowl-group,false
https://www.linkedin.com/company/gmi-aero,GMI AERO,gmi-aero.com,3238829,gmi-aero,true
https://www.linkedin.com/company/sateco-ag,Sateco AG,,,,false
https://www.linkedin.com/company/goma-elettronica-spa,Goma Elettronica Spa,goma.it,3271350,goma-elettronica-spa,true
https://www.linkedin.com/company/basf,BASF,basf.com,235419,basf,true
https://www.linkedin.com/company/baxter-healthcare,BAXTER HEALTHCARE,baxterhealthcare.com.au,,,false
https://www.linkedin.com/company/arcus-air,ARCUS components GmbH,,,,false
https://www.linkedin.com/company/minco.sas,MINCO SA,mincosales.com,,,false
https://www.linkedin.com/company/keopsys,KEOPSYS Lannion,,,,false
https://www.linkedin.com/company/surveycopter,SURVEY COPTER,surveycopter.fr,,,false
https://www.linkedin.com/company/fundaci-n-prodintec,PRODINTEC,prodintec.es,,,false
https://www.linkedin.com/company/ala---advanced-logistics-for-aerospace-france,ALA FRANCE - ADVANCED LOGISTICS FOR AEROSPACE,,,,false
https://www.linkedin.com/company/promocab-industrie,PROMOCAB INDUSTRIE,,2,bison-properties,false
https://www.linkedin.com/company/electricite-strasbourg,ES ENERGIES STRASBOURG,,2,bison-properties,false
https://www.linkedin.com/company/ept-gmbh,EPT CONNECTORS GMBH,,2,bison-properties,false
https://www.linkedin.com/company/psz-electronic-gmbh,PSZ electronic GmbH,,2,bison-properties,false
https://www.linkedin.com/company/neutrik-france,NEUTRIK FRANCE,,2,bison-properties,false
https://www.linkedin.com/company/michel-itc,MICHEL ITC AG,,2,bison-properties,false
https://www.linkedin.com/company/vishay-intertechnology-inc-,VISHAY SA,,2,bison-properties,false
https://www.linkedin.com/company/antolin,GRUPO ANTOLIN BESANCON,,2,bison-properties,false
https://www.linkedin.com/company/maatel,MAATEL,maatel.com,5230580,maatel,true
https://www.linkedin.com/company/orexad-brammer,OREXAD BRAMMER,,,,false
https://www.linkedin.com/company/totalenergies,TOTALENERGIES SE,,2,bison-properties,false
https://www.linkedin.com/company/gms-gmbh,GMS electronic Vertriebs GmbH,,2,bison-properties,false
https://www.linkedin.com/company/kristronics,Kristronics GmbH,,2,bison-properties,false
https://www.linkedin.com/company/grupo-ikor,IKOR SPAIN,,2,,false
https://www.linkedin.com/company/pattonair,PATTONAIR,,2,bison-properties,false
https://www.linkedin.com/company/formulaction,FORMULACTION,,2,bison-properties,false
https://www.linkedin.com/company/jimmyfairly-com,JIMMY FAIRLY LAB,,2,bison-properties,false
https://www.linkedin.com/company/kontron,KONTRON MODULAR COMPUTERS SAS,,,,false
https://www.linkedin.com/company/leroy-somer,MOTEURS LEROY SOMER,,2,bison-properties,false
https://www.linkedin.com/company/odu-connectors,ODU GmbH & Co. KG,,2,bison-properties,false
https://www.linkedin.com/company/canrig-drilling-technology-ltd.,CANRIG DRILLING TECHNOLOGY,,2,bison-properties,false
https://www.linkedin.com/company/siemens,SIEMENS,siemens.com,,,false
https://www.linkedin.com/company/elemaster-tecnologie-elettroniche,Elemaster NV,,2,bison-properties,false
https://www.linkedin.com/company/bertin-winlight,WINLIGHT SYSTEM,,,,false
https://www.linkedin.com/company/arcelormittal-france,ARCELORMITTAL FRANCE,,,,false
https://www.linkedin.com/company/sylektis,SYLEKTIS,sylektis.com,82805022,sylektis,true
https://www.linkedin.com/company/jabil,JABIL Circuit POLAND,,2,bison-properties,false
https://www.linkedin.com/company/ford-motor-company,FORD,ford.com,1620559,commercial-business-credit-inc,false
https://www.linkedin.com/company/fintall-oy,FINTALL OY,,,,false
https://www.linkedin.com/company/cobham-satcom,Cobham SATCOM Denmark,,2,bison-properties,false
https://www.linkedin.com/company/centumtns,ADENEO,,,,false
https://www.linkedin.com/company/arkema,ARKEMA,arkema.com,1606628,ceca-s.a.,false
https://www.linkedin.com/company/sogemi-engineering-s.r.l.,SO.GE.MI SRL,,2,bison-properties,false
https://www.linkedin.com/company/falck-schmidt-systems,Jan Falck-Schmidt System,,2,bison-properties,false
https://www.linkedin.com/company/recipharm,RECIPHARM PARTICIPATIONS,,2,bison-properties,false
https://www.linkedin.com/company/samidefense,Saudi Arabian Military Industries,,,,false
https://www.linkedin.com/company/lacroix-electronics,LACROIX ELECTRONICS TUNISIA,,2,bison-properties,false
https://www.linkedin.com/company/specim-spectral-imaging-ltd-,"Specim,Spectral Imaging Oy",,2,bison-properties,false
https://www.linkedin.com/company/lacroix-group,LACROIX ELECTRONICS,lacroix-electronics.com,8236691,lacroix-electronics,false
https://www.linkedin.com/company/lapp-muller,LAPP MULLER CABLES,,2,bison-properties,false
https://www.linkedin.com/company/visiativ,VISIATIV,visiativ.com,10592184,visiativafrica,false
https://www.linkedin.com/company/secma-sas,SECMA,secmarket.com.tr,31309040,se%c3%a7marketler,false
https://www.linkedin.com/company/polarcom,PolarComp,polarcomputer.com,,,false
https://www.linkedin.com/company/cisel,CISEL SRL,cisel.it,2114414,cisel,true
https://www.linkedin.com/company/aria-electronique,ARIA ELECTRONIQUE,,2,bison-properties,false
https://www.linkedin.com/company/safran,SAFRAN,safran-group.com,2736691,turbomeca-manufacturing,false
https://www.linkedin.com/company/sew-usocome,SEW USOCOME,usocome.com,4048713,sew-usocome,true
https://www.linkedin.com/company/delltechnologies,DELL TECHNOLOGIES,delltechnologiescapital.com,12693899,delltechcapital,false
https://www.linkedin.com/company/celestica,Celestica Valencia,,2,bison-properties,false
https://www.linkedin.com/company/mw-fep-s-p-a-,MW FEP SPA,,2,bison-properties,false
https://www.linkedin.com/company/screentec-oy,SCREENTEC OY,,2,bison-properties,false
https://www.linkedin.com/company/calaosoft,CALAOSOFT,calaosoft.fr,12537617,calaosoft,true
https://www.linkedin.com/company/lisaqua,LISAQUA,lisaqua.com,12474945,lisaqua,true
https://www.linkedin.com/company/tcoag,TCOAG DEUTSCHLAND GMBH,,2,bison-properties,false
https://www.linkedin.com/company/achats-systemes,ACHATS SYSTEMES,,2,bison-properties,false
https://www.linkedin.com/company/aode-electronics,TECHWAVE MANUFACTURING - AODE ELECTRONICS,,2,bison-properties,false
https://www.linkedin.com/company/exxelia,EXXELIA ELECTRONIC TECHNOLOGIES,,2,bison-properties,false
https://www.linkedin.com/company/sabca,S.A.B.C.A SA Belge de Constructions Aéronautiques,,2,bison-properties,false
https://www.linkedin.com/company/renault,RENAULT,renault.fr,4136187,sodiva,false
https://www.linkedin.com/company/sermati,SERMATI,sermati.com,4502141,sermati-canada-inc,false
https://www.linkedin.com/company/miliboo,MILIBOO,miliboo.com,5373334,miliboo,true
https://www.linkedin.com/company/the-coca-cola-company,Coca Cola,coca-cola.com,11625249,coca-colaa,false
https://www.linkedin.com/company/becker-electronique,BECKER ELECTRONIQUE,becker-electronique.fr,12366741,becker-electronique,true
https://www.linkedin.com/company/eiffage_2,EIFFAGE,eiffage.com,1576457,compagnie-eiffage-du-viaduc-de-millau-sa-,false
https://www.linkedin.com/company/dat-con-d-o-o,Dat-Con,dat-consulting.com,6989908,dat-consulting,false
https://www.linkedin.com/company/boulangeries-paul,Boulangerie Paul,boulangerie-paul.lu,11295708,lux-paul-sa,false
https://www.linkedin.com/company/rafael-advanced-defense-systems-official,RAFAEL ADVANCED DEFENSE SYSTEMS,rafael.co.il,6582767,kenly-business-ventures-ltd-,false
https://www.linkedin.com/company/atos-racks,ATOS RACK,atos-racks.com,8823825,atos-racks,true
https://www.linkedin.com/company/virbac,VIRBAC,virbac.com,672223,virbac,true
https://www.linkedin.com/company/martin-technologies,MARTIN-TECHNOLOGIES,martin-technologies.com,29023304,martin-technologies-llc,false
https://www.linkedin.com/company/namkin,NAMKIN,namkin.fr,4835710,namkin,true
https://www.linkedin.com/company/moog,Moog,moog.com,5085361,moog,true
https://www.linkedin.com/company/thuasne,THUASNE,thuasne.com,2423768,thuasne,true
https://www.linkedin.com/company/creative-cables,CREATIVE CABLING,creativecablingsolutions.com,1930635,creative-cabling-solutions,false
https://www.linkedin.com/company/wphaton,Haton,haton.com,2456172,textiel-bedrijf-haton-bv,false
https://www.linkedin.com/company/velvet-consulting,VELVET CONSULTING,velvetconsulting.com,654150,velvet-consulting,true
https://www.linkedin.com/company/mildef-group,MILDEF,mildef.com,81909,bedriftssystemer-as,false
